Date,Currency,Description,Record,Bid,Ask
28/01/2004,USD,OIS USD  24M,USDOIS_24M,1.779,1.8
29/01/2004,USD,OIS USD  24M,USDOIS_24M,2.029,2.05
30/01/2004,USD,OIS USD  24M,USDOIS_24M,1.987,2.008
02/02/2004,USD,OIS USD  24M,USDOIS_24M,1.974,1.994
03/02/2004,USD,OIS USD  24M,USDOIS_24M,1.929,1.949
04/02/2004,USD,OIS USD  24M,USDOIS_24M,1.924,1.944
05/02/2004,USD,OIS USD  24M,USDOIS_24M,1.93,1.95
06/02/2004,USD,OIS USD  24M,USDOIS_24M,1.899,1.919
09/02/2004,USD,OIS USD  24M,USDOIS_24M,1.891,1.911
10/02/2004,USD,OIS USD  24M,USDOIS_24M,1.937,1.957
11/02/2004,USD,OIS USD  24M,USDOIS_24M,1.828,1.848
12/02/2004,USD,OIS USD  24M,USDOIS_24M,1.827,1.848
13/02/2004,USD,OIS USD  24M,USDOIS_24M,1.811,1.831
16/02/2004,USD,OIS USD  24M,USDOIS_24M,1.809,1.829
17/02/2004,USD,OIS USD  24M,USDOIS_24M,1.801,1.821
18/02/2004,USD,OIS USD  24M,USDOIS_24M,1.788,1.808
19/02/2004,USD,OIS USD  24M,USDOIS_24M,1.821,1.842
20/02/2004,USD,OIS USD  24M,USDOIS_24M,1.845,1.865
23/02/2004,USD,OIS USD  24M,USDOIS_24M,1.848,1.869
25/02/2004,USD,OIS USD  24M,USDOIS_24M,1.788,1.808
26/02/2004,USD,OIS USD  24M,USDOIS_24M,1.802,1.822
27/02/2004,USD,OIS USD  24M,USDOIS_24M,1.79,1.811
01/03/2004,USD,OIS USD  24M,USDOIS_24M,1.815,1.835
02/03/2004,USD,OIS USD  24M,USDOIS_24M,1.846,1.867
03/03/2004,USD,OIS USD  24M,USDOIS_24M,<blank>,1.724
04/03/2004,USD,OIS USD  24M,USDOIS_24M,1.856,1.876
05/03/2004,USD,OIS USD  24M,USDOIS_24M,1.662,1.683
08/03/2004,USD,OIS USD  24M,USDOIS_24M,1.631,1.651
09/03/2004,USD,OIS USD  24M,USDOIS_24M,1.603,1.623
10/03/2004,USD,OIS USD  24M,USDOIS_24M,1.625,1.646
11/03/2004,USD,OIS USD  24M,USDOIS_24M,1.628,1.648
12/03/2004,USD,OIS USD  24M,USDOIS_24M,1.625,1.645
15/03/2004,USD,OIS USD  24M,USDOIS_24M,1.645,1.666
16/03/2004,USD,OIS USD  24M,USDOIS_24M,1.695,1.715
17/03/2004,USD,OIS USD  24M,USDOIS_24M,1.625,1.645
18/03/2004,USD,OIS USD  24M,USDOIS_24M,1.631,1.651
19/03/2004,USD,OIS USD  24M,USDOIS_24M,1.659,1.679
22/03/2004,USD,OIS USD  24M,USDOIS_24M,1.63,1.651
23/03/2004,USD,OIS USD  24M,USDOIS_24M,1.631,1.652
24/03/2004,USD,OIS USD  24M,USDOIS_24M,1.607,1.627
25/03/2004,USD,OIS USD  24M,USDOIS_24M,1.632,1.653
26/03/2004,USD,OIS USD  24M,USDOIS_24M,1.669,1.689
29/03/2004,USD,OIS USD  24M,USDOIS_24M,1.754,1.774
30/03/2004,USD,OIS USD  24M,USDOIS_24M,1.724,1.745
31/03/2004,USD,OIS USD  24M,USDOIS_24M,1.72,1.741
01/04/2004,USD,OIS USD  24M,USDOIS_24M,1.769,1.789
02/04/2004,USD,OIS USD  24M,USDOIS_24M,1.994,2.014
05/04/2004,USD,OIS USD  24M,USDOIS_24M,2.039,1.892
06/04/2004,USD,OIS USD  24M,USDOIS_24M,<blank>,1.847
07/04/2004,USD,OIS USD  24M,USDOIS_24M,1.961,1.981
08/04/2004,USD,OIS USD  24M,USDOIS_24M,2.009,2.029
09/04/2004,USD,OIS USD  24M,USDOIS_24M,2.007,2.028
12/04/2004,USD,OIS USD  24M,USDOIS_24M,2.038,2.058
13/04/2004,USD,OIS USD  24M,USDOIS_24M,2.117,2.137
14/04/2004,USD,OIS USD  24M,USDOIS_24M,2.205,2.225
15/04/2004,USD,OIS USD  24M,USDOIS_24M,2.238,2.258
16/04/2004,USD,OIS USD  24M,USDOIS_24M,2.155,2.175
19/04/2004,USD,OIS USD  24M,USDOIS_24M,2.191,2.211
20/04/2004,USD,OIS USD  24M,USDOIS_24M,2.229,2.249
21/04/2004,USD,OIS USD  24M,USDOIS_24M,2.358,2.378
22/04/2004,USD,OIS USD  24M,USDOIS_24M,2.309,2.33
23/04/2004,USD,OIS USD  24M,USDOIS_24M,2.387,2.407
26/04/2004,USD,OIS USD  24M,USDOIS_24M,2.415,2.436
27/04/2004,USD,OIS USD  24M,USDOIS_24M,2.407,2.427
28/04/2004,USD,OIS USD  24M,USDOIS_24M,2.399,2.419
29/04/2004,USD,OIS USD  24M,USDOIS_24M,2.491,2.511
30/04/2004,USD,OIS USD  24M,USDOIS_24M,2.466,2.487
03/05/2004,USD,OIS USD  24M,USDOIS_24M,2.49,2.51
04/05/2004,USD,OIS USD  24M,USDOIS_24M,2.485,2.505
05/05/2004,USD,OIS USD  24M,USDOIS_24M,2.477,2.497
06/05/2004,USD,OIS USD  24M,USDOIS_24M,2.554,2.575
07/05/2004,USD,OIS USD  24M,USDOIS_24M,2.812,2.832
10/05/2004,USD,OIS USD  24M,USDOIS_24M,2.792,2.812
11/05/2004,USD,OIS USD  24M,USDOIS_24M,2.789,2.81
12/05/2004,USD,OIS USD  24M,USDOIS_24M,2.78,2.801
13/05/2004,USD,OIS USD  24M,USDOIS_24M,2.839,2.859
14/05/2004,USD,OIS USD  24M,USDOIS_24M,2.77,2.79
17/05/2004,USD,OIS USD  24M,USDOIS_24M,2.688,2.708
18/05/2004,USD,OIS USD  24M,USDOIS_24M,2.742,2.762
19/05/2004,USD,OIS USD  24M,USDOIS_24M,2.796,2.816
20/05/2004,USD,OIS USD  24M,USDOIS_24M,2.778,2.799
24/05/2004,USD,OIS USD  24M,USDOIS_24M,2.817,2.837
25/05/2004,USD,OIS USD  24M,USDOIS_24M,2.788,2.809
26/05/2004,USD,OIS USD  24M,USDOIS_24M,2.767,2.788
27/05/2004,USD,OIS USD  24M,USDOIS_24M,2.684,2.704
28/05/2004,USD,OIS USD  24M,USDOIS_24M,2.745,2.765
31/05/2004,USD,OIS USD  24M,USDOIS_24M,2.768,2.789
01/06/2004,USD,OIS USD  24M,USDOIS_24M,2.837,2.858
02/06/2004,USD,OIS USD  24M,USDOIS_24M,2.857,2.878
03/06/2004,USD,OIS USD  24M,USDOIS_24M,2.848,2.868
04/06/2004,USD,OIS USD  24M,USDOIS_24M,2.911,2.932
07/06/2004,USD,OIS USD  24M,USDOIS_24M,2.923,2.943
08/06/2004,USD,OIS USD  24M,USDOIS_24M,2.936,2.956
09/06/2004,USD,OIS USD  24M,USDOIS_24M,2.998,3.018
10/06/2004,USD,OIS USD  24M,USDOIS_24M,3.058,3.079
11/06/2004,USD,OIS USD  24M,USDOIS_24M,3.119,3.139
14/06/2004,USD,OIS USD  24M,USDOIS_24M,3.138,3.158
15/06/2004,USD,OIS USD  24M,USDOIS_24M,3.009,3.029
16/06/2004,USD,OIS USD  24M,USDOIS_24M,3.065,3.08
17/06/2004,USD,OIS USD  24M,USDOIS_24M,3.092,3.107
18/06/2004,USD,OIS USD  24M,USDOIS_24M,3.033,3.054
21/06/2004,USD,OIS USD  24M,USDOIS_24M,3.028,3.049
22/06/2004,USD,OIS USD  24M,USDOIS_24M,3.053,3.074
23/06/2004,USD,OIS USD  24M,USDOIS_24M,3.039,3.06
24/06/2004,USD,OIS USD  24M,USDOIS_24M,2.954,2.975
25/06/2004,USD,OIS USD  24M,USDOIS_24M,2.988,3.009
28/06/2004,USD,OIS USD  24M,USDOIS_24M,3.082,3.103
29/06/2004,USD,OIS USD  24M,USDOIS_24M,3.092,3.113
30/06/2004,USD,OIS USD  24M,USDOIS_24M,3.039,3.06
01/07/2004,USD,OIS USD  24M,USDOIS_24M,2.969,2.989
02/07/2004,USD,OIS USD  24M,USDOIS_24M,2.766,2.786
05/07/2004,USD,OIS USD  24M,USDOIS_24M,2.776,2.797
06/07/2004,USD,OIS USD  24M,USDOIS_24M,2.809,2.83
07/07/2004,USD,OIS USD  24M,USDOIS_24M,2.773,2.794
08/07/2004,USD,OIS USD  24M,USDOIS_24M,2.781,2.801
09/07/2004,USD,OIS USD  24M,USDOIS_24M,2.782,2.803
12/07/2004,USD,OIS USD  24M,USDOIS_24M,2.769,2.79
13/07/2004,USD,OIS USD  24M,USDOIS_24M,2.842,2.862
14/07/2004,USD,OIS USD  24M,USDOIS_24M,2.848,2.869
15/07/2004,USD,OIS USD  24M,USDOIS_24M,2.884,2.904
16/07/2004,USD,OIS USD  24M,USDOIS_24M,2.777,2.798
19/07/2004,USD,OIS USD  24M,USDOIS_24M,2.782,2.802
20/07/2004,USD,OIS USD  24M,USDOIS_24M,2.816,2.837
21/07/2004,USD,OIS USD  24M,USDOIS_24M,2.97,2.99
22/07/2004,USD,OIS USD  24M,USDOIS_24M,2.926,2.946
23/07/2004,USD,OIS USD  24M,USDOIS_24M,2.938,2.958
26/07/2004,USD,OIS USD  24M,USDOIS_24M,2.986,3.006
27/07/2004,USD,OIS USD  24M,USDOIS_24M,3.037,3.057
28/07/2004,USD,OIS USD  24M,USDOIS_24M,3.043,3.064
29/07/2004,USD,OIS USD  24M,USDOIS_24M,3.002,3.022
30/07/2004,USD,OIS USD  24M,USDOIS_24M,2.91,2.93
02/08/2004,USD,OIS USD  24M,USDOIS_24M,2.885,2.905
03/08/2004,USD,OIS USD  24M,USDOIS_24M,2.894,2.915
04/08/2004,USD,OIS USD  24M,USDOIS_24M,2.86,2.881
05/08/2004,USD,OIS USD  24M,USDOIS_24M,2.855,2.876
06/08/2004,USD,OIS USD  24M,USDOIS_24M,2.613,2.633
09/08/2004,USD,OIS USD  24M,USDOIS_24M,2.636,2.657
10/08/2004,USD,OIS USD  24M,USDOIS_24M,2.663,2.683
11/08/2004,USD,OIS USD  24M,USDOIS_24M,2.727,2.747
12/08/2004,USD,OIS USD  24M,USDOIS_24M,2.732,2.752
13/08/2004,USD,OIS USD  24M,USDOIS_24M,2.667,2.687
16/08/2004,USD,OIS USD  24M,USDOIS_24M,2.715,2.736
17/08/2004,USD,OIS USD  24M,USDOIS_24M,2.661,2.681
18/08/2004,USD,OIS USD  24M,USDOIS_24M,2.641,2.662
19/08/2004,USD,OIS USD  24M,USDOIS_24M,2.643,2.663
20/08/2004,USD,OIS USD  24M,USDOIS_24M,2.626,2.646
23/08/2004,USD,OIS USD  24M,USDOIS_24M,2.698,2.718
24/08/2004,USD,OIS USD  24M,USDOIS_24M,2.72,2.74
25/08/2004,USD,OIS USD  24M,USDOIS_24M,2.657,2.678
26/08/2004,USD,OIS USD  24M,USDOIS_24M,2.685,2.705
