Date,Currency,Description,Record,Bid,Ask
27/07/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
30/07/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
31/07/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
01/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0775,0.1375
02/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0675,0.1275
03/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0725,0.1325
06/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0675,0.1275
07/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
08/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0675,0.1275
09/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
10/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
13/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
14/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
15/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
16/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
17/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
20/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
21/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
22/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
23/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
24/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
27/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
28/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
29/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
30/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
31/08/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
03/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
04/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
05/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
06/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
07/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
10/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
11/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
12/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
13/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
14/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
17/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
18/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
19/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0775,0.1375
20/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
21/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
24/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
25/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
26/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
27/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
28/09/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
01/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
02/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
03/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.085,0.145
04/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.09,0.15
05/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
08/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.095,0.155
09/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
10/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
11/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
12/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0575,0.1175
15/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0525,0.1125
16/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.065,0.125
17/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.075,0.135
18/10/2012,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.08,0.14
