Date,Currency,Description,Record,Bid,Ask,Mid
05/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
06/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
07/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3775,0.4175,
08/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
09/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
12/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
13/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
14/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
15/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
16/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3725,0.4125,
19/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3725,0.4125,
20/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
21/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
22/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
23/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
26/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
27/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
28/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
29/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
30/11/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
03/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
04/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
05/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
06/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
07/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
10/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
11/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
12/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
13/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
14/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
17/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
18/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
19/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
20/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
21/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
24/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
25/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
26/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
27/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
28/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
31/12/2012,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
01/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
02/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
03/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
04/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
07/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
08/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
09/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38125,0.42125,
10/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
11/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38125,0.42125,
14/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
15/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
16/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
17/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
18/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
21/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
22/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
23/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
24/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
25/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
28/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
29/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38125,0.42125,
30/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
31/01/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
01/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
04/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
05/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
06/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
07/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
08/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
11/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
12/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
13/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
14/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
15/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
18/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
19/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
20/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
21/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
22/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
25/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
26/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
27/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37625,0.41625,
28/02/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37625,0.41625,
01/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37375,0.41375,
04/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
05/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37375,0.41375,
06/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
07/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
08/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
11/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
12/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
13/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
14/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
15/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
18/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
19/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38125,0.42125,
20/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
21/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
22/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
25/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
26/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
27/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
28/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
29/03/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
01/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
02/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
03/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
04/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
05/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
08/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
09/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
10/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
11/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
12/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
15/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
16/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
17/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
18/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
19/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
22/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
23/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
24/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
25/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
26/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
29/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
30/04/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
01/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
02/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
03/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
06/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
07/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
08/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
09/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
10/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
13/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
14/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
15/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
16/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
17/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
20/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
21/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
22/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
23/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
24/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
27/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
28/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
29/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
30/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
31/05/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
03/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
04/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38875,0.42875,
05/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
06/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
07/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
10/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
11/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
12/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39375,0.43375,
13/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
14/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
17/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
18/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
19/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
20/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
21/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
24/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
25/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
26/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
27/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3925,0.4325,
28/06/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39125,0.43125,
01/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
02/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
03/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
04/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3875,0.4275,
05/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
08/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
09/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38375,0.42375,
10/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38625,0.42625,
11/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38125,0.42125,
12/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.385,0.425,
15/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
16/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
17/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.38,0.42,
18/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
19/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37375,0.41375,
22/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37375,0.41375,
23/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.375,0.415,
24/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.37125,0.41125,
25/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3625,0.4025,
26/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.35625,0.39625,
29/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.355,0.395,
30/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.35,0.39,
31/07/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3525,0.3925,
01/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3825,0.4225,
02/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
05/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
06/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39,0.43,
07/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39875,0.43875,
08/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39875,0.43875,
09/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
12/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
13/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
14/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4,0.44,
15/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39875,0.43875,
16/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39875,0.43875,
19/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
20/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
21/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
22/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
23/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
26/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
27/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.3975,0.4375,
28/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
29/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
30/08/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
02/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.395,0.435,
03/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
04/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.39625,0.43625,
05/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
06/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
09/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
10/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
11/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
12/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
13/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
16/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
17/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
18/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
19/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40125,0.44125,
20/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
23/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
24/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
25/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
26/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
27/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
30/09/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
01/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40125,0.44125,
02/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
03/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
04/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
07/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
08/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
09/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
10/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
11/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
14/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
15/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
16/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
17/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
18/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
21/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
22/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
23/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
24/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
25/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
28/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
29/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
30/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
31/10/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
01/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
04/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
05/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
06/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
07/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
08/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
11/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40625,0.44625,
12/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
13/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
14/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
15/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
18/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
19/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
20/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
21/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
22/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
25/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
26/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
27/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
28/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
29/11/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4025,0.4425,
02/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
03/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
04/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
05/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
06/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
09/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
10/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4075,0.4475,
11/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40375,0.44375,
12/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
13/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
16/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
17/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.405,0.445,
18/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40875,0.44875,
19/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.41,0.45,
20/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.41,0.45,
23/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.4125,0.4525,
24/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.41375,0.45375,
25/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.41375,0.45375,
26/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.41375,0.45375,
27/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.415,0.455,
30/12/2013,GBP,OIS GBP SONIA 3M ,GBPOIS_3M,0.40875,0.44875,
