Date,Currency,Description,Record,Bid,Ask,Mid
22/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7125,1.7625,1.7375
23/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.685,1.735,1.71
26/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.69375,1.74375,1.71875
27/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.71,1.76,1.735
28/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.63375,1.68375,1.65875
29/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6275,1.6775,1.6525
30/05/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6475,1.6975,1.6725
02/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6875,1.7375,1.7125
03/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.71375,1.76375,1.73875
04/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.735,1.785,1.76
05/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.71625,1.76625,1.74125
06/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7075,1.7575,1.7325
09/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.74875,1.79875,1.77375
10/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.77625,1.82625,1.80125
11/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.77125,1.82125,1.79625
12/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7825,1.8325,1.8075
13/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.86875,1.91875,1.89375
16/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.9,1.95,1.925
17/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.92375,1.97375,1.94875
18/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.87625,1.92625,1.90125
19/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.89375,1.94375,1.91875
20/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.915,1.965,1.94
23/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8925,1.9425,1.9175
24/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.89375,1.94375,1.91875
25/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.82125,1.87125,1.84625
26/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.81875,1.86875,1.84375
27/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.81875,1.86875,1.84375
30/06/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.85,1.9,1.875
01/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.89375,1.94375,1.91875
02/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.94625,1.99625,1.97125
03/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.93375,1.98375,1.95875
04/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.945,1.995,1.97
07/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.92375,1.97375,1.94875
08/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.85875,1.90875,1.88375
09/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.88375,1.93375,1.90875
10/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.84875,1.89875,1.87375
11/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.81625,1.86625,1.84125
14/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.815,1.865,1.84
15/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.87625,1.92625,1.90125
16/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.87875,1.92875,1.90375
17/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8125,1.8625,1.8375
18/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.81125,1.86125,1.83625
21/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.805,1.855,1.83
22/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.82625,1.87625,1.85125
23/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.80375,1.85375,1.82875
24/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.85375,1.90375,1.87875
25/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8175,1.8675,1.8425
28/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8275,1.8775,1.8525
29/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.80625,1.85625,1.83125
30/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8475,1.8975,1.8725
31/07/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.85125,1.90125,1.87625
01/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7975,1.8475,1.8225
04/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.79,1.84,1.815
05/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.8175,1.8675,1.8425
06/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.785,1.835,1.81
07/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7675,1.8175,1.7925
08/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.7425,1.7925,1.7675
11/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.77125,1.82125,1.79625
12/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.76875,1.81875,1.79375
13/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.68375,1.73375,1.70875
14/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.66375,1.71375,1.68875
15/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.59,1.64,1.615
18/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.66625,1.71625,1.69125
19/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.635,1.685,1.66
20/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.65875,1.70875,1.68375
21/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.64875,1.69875,1.67375
22/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.65875,1.70875,1.68375
25/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.655,1.705,1.68
26/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.61625,1.66625,1.64125
27/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.5775,1.6275,1.6025
28/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.58,1.63,1.605
29/08/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.57125,1.62125,1.59625
01/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.57625,1.62625,1.60125
02/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.60625,1.65625,1.63125
03/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.63625,1.68625,1.66125
04/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.65375,1.70375,1.67875
05/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.60375,1.65375,1.62875
08/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.5475,1.5975,1.5725
09/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.56125,1.61125,1.58625
10/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.55875,1.60875,1.58375
11/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.60375,1.65375,1.62875
12/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6325,1.6825,1.6575
15/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.63625,1.68625,1.66125
16/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6275,1.6775,1.6525
17/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.655,1.705,1.68
18/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.715,1.765,1.74
19/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.75375,1.80375,1.77875
22/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.73,1.78,1.755
23/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.71625,1.76625,1.74125
24/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.71625,1.76625,1.74125
25/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.68125,1.73125,1.70625
26/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.68875,1.73875,1.71375
29/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.6675,1.7175,1.6925
30/09/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.65125,1.70125,1.67625
01/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.5825,1.6325,1.6075
02/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.54125,1.59125,1.56625
03/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.595,1.645,1.62
06/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.56375,1.61375,1.58875
07/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.5025,1.5525,1.5275
08/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.45875,1.50875,1.48375
09/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.45625,1.50625,1.48125
10/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.42625,1.47625,1.45125
13/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3575,1.4075,1.3825
14/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.30625,1.35625,1.33125
15/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1125,1.1625,1.1375
16/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.25,1.3,1.275
17/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.35875,1.40875,1.38375
20/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.33125,1.38125,1.35625
21/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3575,1.4075,1.3825
22/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3825,1.4325,1.4075
23/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.41375,1.46375,1.43875
24/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.40125,1.45125,1.42625
27/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.38625,1.43625,1.41125
28/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.40125,1.45125,1.42625
29/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.41625,1.46625,1.44125
30/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.40125,1.45125,1.42625
31/10/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.43125,1.48125,1.45625
03/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.4525,1.5025,1.4775
04/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.43,1.48,1.455
05/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.45625,1.50625,1.48125
06/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.43375,1.48375,1.45875
07/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.395,1.445,1.42
10/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.39375,1.44375,1.41875
11/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.4175,1.4675,1.4425
12/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3725,1.4225,1.3975
13/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.34875,1.39875,1.37375
14/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.295,1.345,1.32
17/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2875,1.3375,1.3125
18/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.30125,1.35125,1.32625
19/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.32,1.37,1.345
20/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2775,1.3275,1.3025
21/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.235,1.285,1.26
24/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.24125,1.29125,1.26625
25/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.20375,1.25375,1.22875
26/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.18,1.23,1.205
27/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1425,1.1925,1.1675
28/11/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.14625,1.19625,1.17125
01/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.12375,1.17375,1.14875
02/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.19625,1.24625,1.22125
03/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2475,1.2975,1.2725
04/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.23125,1.28125,1.25625
05/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.285,1.335,1.31
08/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.255,1.305,1.28
09/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.20125,1.25125,1.22625
10/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.21625,1.26625,1.24125
11/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.21125,1.26125,1.23625
12/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.13125,1.18125,1.15625
15/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.12875,1.17875,1.15375
16/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1075,1.1575,1.1325
17/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.095,1.145,1.12
18/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.18625,1.23625,1.21125
19/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.17625,1.22625,1.20125
22/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1525,1.2025,1.1775
23/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.175,1.225,1.2
24/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1975,1.2475,1.2225
25/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1975,1.2475,1.2225
26/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1975,1.2475,1.2225
29/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.145,1.195,1.17
30/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.12875,1.17875,1.15375
31/12/2014,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.10125,1.15125,1.12625
01/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.10125,1.15125,1.12625
02/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.07,1.12,1.095
05/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.01125,1.06125,1.03625
06/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.93,0.98,0.955
07/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.96125,1.01125,0.98625
08/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.98875,1.03875,1.01375
09/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.9525,1.0025,0.9775
12/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.925,0.975,0.95
13/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.935,0.985,0.96
14/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.8875,0.9375,0.9125
15/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.88625,0.93625,0.91125
16/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.91625,0.96625,0.94125
19/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.915,0.965,0.94
20/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.9425,0.9925,0.9675
21/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.91375,0.96375,0.93875
22/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.92875,0.97875,0.95375
23/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.89,0.94,0.915
26/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.94375,0.99375,0.96875
27/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.94375,0.99375,0.96875
28/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.92375,0.97375,0.94875
29/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.87875,0.92875,0.90375
30/01/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.83625,0.88625,0.86125
02/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.8725,0.9225,0.8975
03/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.935,0.985,0.96
04/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,0.99125,1.04125,1.01625
05/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.01625,1.06625,1.04125
06/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1125,1.1625,1.1375
09/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.075,1.125,1.1
10/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.115,1.165,1.14
11/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.11,1.16,1.135
12/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.08375,1.13375,1.10875
13/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.07875,1.12875,1.10375
16/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.09375,1.14375,1.11875
17/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.14125,1.19125,1.16625
18/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2075,1.2575,1.2325
19/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.17875,1.22875,1.20375
20/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1375,1.1875,1.1625
23/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.16125,1.21125,1.18625
24/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.145,1.195,1.17
25/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.12375,1.17375,1.14875
26/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1525,1.2025,1.1775
27/02/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.215,1.265,1.24
02/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.23125,1.28125,1.25625
03/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2825,1.3325,1.3075
04/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3025,1.3525,1.3275
05/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.29625,1.34625,1.32125
06/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.365,1.415,1.39
09/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.3625,1.4125,1.3875
10/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.2475,1.2975,1.2725
11/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.24875,1.29875,1.27375
12/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1825,1.2325,1.2075
13/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.135,1.185,1.16
16/03/2015,GBP,OIS GBP SONIA 5Y ,GBPOIS_5Y,1.1025,1.1525,1.1275
20/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.915,4.985,
21/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.99,5.06,
22/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.058,5.128,
23/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.06,5.13,
26/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.065,5.135,
27/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.068,5.138,
28/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.103,5.173,
29/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.165,5.235,
30/05/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.158,5.228,
02/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.133,5.203,
03/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.198,5.268,
04/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.11,5.18,
05/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.193,5.263,
06/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.135,5.205,
09/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.308,5.378,
10/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.323,5.393,
11/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.328,5.398,
12/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.36,5.43,
13/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.443,5.513,
16/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.423,5.493,
17/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.345,5.415,
18/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.355,5.425,
19/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.435,5.505,
20/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.38,5.45,
23/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.368,5.438,
24/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.373,5.443,
25/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.32,5.39,
26/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.225,5.295,
27/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.263,5.333,
30/06/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.353,5.423,
01/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.348,5.418,
02/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.32,5.39,
03/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.248,5.318,
04/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.203,5.273,
07/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.175,5.245,
08/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.143,5.213,
09/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.12,5.19,
10/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.103,5.173,
11/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.123,5.193,
14/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.12,5.19,
15/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.065,5.135,
16/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.055,5.125,
17/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.14,5.21,
18/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.22,5.29,
21/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.205,5.255,
22/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.16,5.21,
23/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.17,5.22,
24/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.1,5.15,
25/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.1175,5.1675,
28/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.085,5.135,
29/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,5.045,5.095,
30/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.98,5.03,
31/07/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.9275,4.9775,
01/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.975,5.025,
04/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.9525,5.0025,
05/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.8775,4.9275,
06/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.865,4.915,
07/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.78,4.83,
08/08/2008,GBP,OIS GBP SONIA 10Y ,GBPOIS_10Y,4.7975,4.8475,
